type,sequence,product_id,price,open_24h,volume_24h,low_24h,high_24h,volume_30d,best_bid,best_bid_size,best_ask,best_ask_size,side,time,trade_id,last_size,price_ema,mid_price_ema
ticker,109353984941,BTC-USD,118169.34,117677.7,4574.02828958,115728.49,118920,190972.64223518,118169.13,0.04230134,118174.66,0.77576372,sell,2025-07-31T13:18:41.452033Z,856435625,0.00084412,118179.86,118179.86
ticker,109353984943,BTC-USD,118169.13,117677.7,4574.07059092,115728.49,118920,190972.68453652,118165.20,0.04321658,118174.66,0.77576372,sell,2025-07-31T13:18:41.452033Z,856435626,0.04230134,118179.86,118179.86
ticker,109353984961,BTC-USD,118165.2,117677.7,4574.11380750,115728.49,118920,190972.72775310,118164.48,0.00001000,118165.21,0.10497738,sell,2025-07-31T13:18:41.452505Z,856435627,0.04321658,118179.86,118179.85
ticker,109353984963,BTC-USD,118164.48,117677.7,4574.11381750,115728.49,118920,190972.72776310,118163.56,0.03937553,118165.21,0.10497738,sell,2025-07-31T13:18:41.452505Z,856435628,0.00001,118179.86,118179.85
ticker,109353984965,BTC-USD,118163.56,117677.7,4574.15319303,115728.49,118920,190972.76713863,118161.85,0.08462968,118165.21,0.10497738,sell,2025-07-31T13:18:41.452505Z,856435629,0.03937553,118179.86,118179.85
ticker,109353984967,BTC-USD,118161.85,117677.7,4574.23782271,115728.49,118920,190972.85176831,118161.72,0.00347646,118165.21,0.10497738,sell,2025-07-31T13:18:41.452505Z,856435630,0.08462968,118179.86,118179.85
ticker,109353984969,BTC-USD,118161.72,117677.7,4574.24129917,115728.49,118920,190972.85524477,118160.48,0.03426405,118165.21,0.10497738,sell,2025-07-31T13:18:41.452505Z,856435631,0.00347646,118179.86,118179.85
ticker,109353985357,BTC-USD,118159.32,117677.7,4574.24130754,115728.49,118920,190972.85525314,118159.31,0.02539080,118159.32,0.10487547,buy,2025-07-31T13:18:41.484653Z,856435632,0.00000837,118179.73,118179.72
ticker,109353985894,BTC-USD,118159.32,117677.7,4574.24134733,115728.49,118920,190972.85529293,118159.31,0.04733546,118159.32,0.51521404,buy,2025-07-31T13:18:41.740122Z,856435633,0.00003979,118178.71,118178.71
ticker,109353986428,BTC-USD,118159.31,117677.7,4574.24134734,115728.49,118920,190972.85529294,118159.31,0.21397255,118159.32,0.14826421,sell,2025-07-31T13:18:43.073879Z,856435634,0.00000001,118174.17,118174.17
