type,sequence,product_id,price,open_24h,volume_24h,low_24h,high_24h,volume_30d,best_bid,best_bid_size,best_ask,best_ask_size,side,time,trade_id,last_size,price_ema,mid_price_ema
ticker,109353986802,BTC-USD,118160.6,117677.7,4574.24138064,115728.49,118920,190972.85532624,118160.59,0.23056247,118160.60,0.04233177,buy,2025-07-31T13:18:43.473201Z,856435635,0.0000333,118173.13,118173.12
ticker,109353987056,BTC-USD,118160.6,117677.7,4574.24154506,115728.49,118920,190972.85549066,118160.59,0.22645503,118160.60,0.11797940,buy,2025-07-31T13:18:44.128487Z,856435636,0.00016442,118171.59,118171.59
ticker,109353987234,BTC-USD,118160.6,117677.7,4574.24170554,115728.49,118920,190972.85565114,118160.59,0.27343127,118160.60,0.11781892,buy,2025-07-31T13:18:44.457261Z,856435637,0.00016048,118170.89,118170.89
ticker,109353987387,BTC-USD,118160.6,117677.7,4574.24171165,115728.49,118920,190972.85565725,118160.59,0.27343127,118160.60,0.11781281,buy,2025-07-31T13:18:44.734493Z,856435638,0.00000611,118170.33,118170.33
ticker,109353987643,BTC-USD,118160.6,117677.7,4574.24187917,115728.49,118920,190972.85582477,118160.59,0.31247204,118160.60,0.11764529,buy,2025-07-31T13:18:45.338448Z,856435639,0.00016752,118169.23,118169.22
ticker,109353987697,BTC-USD,118160.6,117677.7,4574.24233343,115728.49,118920,190972.85627903,118160.59,0.31246738,118160.60,0.11719103,buy,2025-07-31T13:18:45.526472Z,856435640,0.00045426,118168.91,118168.90
ticker,109353987713,BTC-USD,118160.6,117677.7,4574.24234180,115728.49,118920,190972.85628740,118160.59,0.31246738,118160.60,0.11718266,buy,2025-07-31T13:18:45.553617Z,856435641,0.00000837,118168.86,118168.86
ticker,109353987780,BTC-USD,118160.59,117677.7,4574.24234255,115728.49,118920,190972.85628815,118160.59,0.31246663,118160.60,0.11718266,sell,2025-07-31T13:18:45.696951Z,856435642,0.00000075,118168.63,118168.63
ticker,109353987836,BTC-USD,118160.6,117677.7,4574.24242272,115728.49,118920,190972.85636832,118160.59,0.31246663,118160.60,0.11710249,buy,2025-07-31T13:18:45.851365Z,856435643,0.00008017,118168.38,118168.38
ticker,109353987853,BTC-USD,118160.59,117677.7,4574.24244772,115728.49,118920,190972.85639332,118160.59,0.31244163,118160.60,0.11710249,sell,2025-07-31T13:18:45.974775Z,856435644,0.000025,118168.19,118168.19
ticker,109353988134,BTC-USD,118160.6,117677.7,4574.27208886,115728.49,118920,190972.88603446,118160.59,0.46858919,118160.60,0.08746135,buy,2025-07-31T13:18:47.034001Z,856435645,0.02964114,118166.74,118166.74
ticker,109353988138,BTC-USD,118160.6,117677.7,4574.28373816,115728.49,118920,190972.89768376,118160.59,0.46858919,118160.60,0.07581205,buy,2025-07-31T13:18:47.034146Z,856435646,0.0116493,118166.74,118166.74
ticker,109353988140,BTC-USD,118160.6,117677.7,4574.28397383,115728.49,118920,190972.89791943,118160.59,0.46858919,118160.60,0.07557638,buy,2025-07-31T13:18:47.034146Z,856435647,0.00023567,118166.74,118166.74
ticker,109353988142,BTC-USD,118160.6,117677.7,4574.30943029,115728.49,118920,190972.92337589,118160.59,0.46858919,118160.60,0.05011992,buy,2025-07-31T13:18:47.034146Z,856435648,0.02545646,118166.74,118166.74
ticker,109353988155,BTC-USD,118160.6,117677.7,4574.32538771,115728.49,118920,190972.93933331,118160.59,0.46858919,118160.60,0.03416250,buy,2025-07-31T13:18:47.036703Z,856435649,0.01595742,118166.74,118166.74
ticker,109353988158,BTC-USD,118160.6,117677.7,4574.35955021,115728.49,118920,190972.97349581,118160.59,0.46858919,118161.73,0.35048592,buy,2025-07-31T13:18:47.037286Z,856435650,0.0341625,118166.74,118166.74
ticker,109353988445,BTC-USD,118161.73,117677.7,4574.36476992,115728.49,118920,190972.97871552,118161.72,0.36933694,118161.73,0.34526621,buy,2025-07-31T13:18:47.147599Z,856435651,0.00521971,118166.63,118166.63
ticker,109353988447,BTC-USD,118161.73,117677.7,4574.36503613,115728.49,118920,190972.97898173,118161.72,0.36933694,118161.73,0.34500000,buy,2025-07-31T13:18:47.147599Z,856435652,0.00026621,118166.63,118166.63
ticker,109353988449,BTC-USD,118161.73,117677.7,4574.49184408,115728.49,118920,190973.10578968,118161.72,0.36933694,118161.73,0.21819205,buy,2025-07-31T13:18:47.147599Z,856435653,0.12680795,118166.63,118166.63
ticker,109353988452,BTC-USD,118161.73,117677.7,4574.71003613,115728.49,118920,190973.32398173,118161.72,0.36933694,118161.84,0.00847302,buy,2025-07-31T13:18:47.147746Z,856435654,0.21819205,118166.63,118166.63
ticker,109353988462,BTC-USD,118161.84,117677.7,4574.71850915,115728.49,118920,190973.33245475,118161.72,0.36933694,118172.75,0.01099870,buy,2025-07-31T13:18:47.148252Z,856435655,0.00847302,118166.63,118166.63
ticker,109353988600,BTC-USD,118172.75,117677.7,4574.72950785,115728.49,118920,190973.34345345,118172.74,0.16200000,118174.75,0.00008464,buy,2025-07-31T13:18:47.160243Z,856435656,0.0109987,118166.65,118166.65
ticker,109353989450,BTC-USD,118174.76,117677.7,4574.72954077,115728.49,118920,190973.34348637,118174.75,0.72584009,118174.76,0.30661434,buy,2025-07-31T13:18:48.099099Z,856435657,0.00003292,118168.03,118168.03
ticker,109353990024,BTC-USD,118174.76,117677.7,4574.72958089,115728.49,118920,190973.34352649,118174.75,0.56383871,118174.76,0.31623415,buy,2025-07-31T13:18:49.270068Z,856435658,0.00004012,118169.44,118169.44
ticker,109353990343,BTC-USD,118174.76,117677.7,4574.72983216,115728.49,118920,190973.34377776,118174.75,0.05612620,118174.76,0.31606751,buy,2025-07-31T13:18:49.840272Z,856435659,0.00025127,118170.01,118170.01
ticker,109353990359,BTC-USD,118174.76,117677.7,4574.72984053,115728.49,118920,190973.34378613,118174.75,0.05612620,118174.76,0.31605914,buy,2025-07-31T13:18:49.899379Z,856435660,0.00000837,118170.07,118170.07
ticker,109353990615,BTC-USD,118174.75,117677.7,4574.73262093,115728.49,118920,190973.34656653,118174.75,0.09290671,118174.76,0.31597451,sell,2025-07-31T13:18:50.408306Z,856435661,0.0027804,118170.52,118170.52
ticker,109353990617,BTC-USD,118174.75,117677.7,4574.78582093,115728.49,118920,190973.39976653,118174.75,0.03970671,118174.76,0.31597451,sell,2025-07-31T13:18:50.408306Z,856435662,0.0532,118170.52,118170.52
ticker,109353990619,BTC-USD,118174.75,117677.7,4574.78596673,115728.49,118920,190973.39991233,118174.75,0.03956091,118174.76,0.31597451,sell,2025-07-31T13:18:50.408306Z,856435663,0.0001458,118170.52,118170.52
ticker,109353990621,BTC-USD,118174.75,117677.7,4574.82552764,115728.49,118920,190973.43947324,118174.73,0.01795646,118174.76,0.31597451,sell,2025-07-31T13:18:50.408306Z,856435664,0.03956091,118170.52,118170.52
ticker,109353990623,BTC-USD,118174.73,117677.7,4574.84348410,115728.49,118920,190973.45742970,118174.63,0.00052549,118174.76,0.31597451,sell,2025-07-31T13:18:50.408306Z,856435665,0.01795646,118170.52,118170.52
ticker,109353990625,BTC-USD,118174.63,117677.7,4574.84400959,115728.49,118920,190973.45795519,118172.52,0.00846220,118174.76,0.31597451,sell,2025-07-31T13:18:50.408306Z,856435666,0.00052549,118170.52,118170.52
ticker,109353990627,BTC-USD,118172.52,117677.7,4574.85247179,115728.49,118920,190973.46641739,118171.19,0.04230022,118174.76,0.31597451,sell,2025-07-31T13:18:50.408306Z,856435667,0.0084622,118170.52,118170.52
ticker,109353991862,BTC-USD,118164.34,117677.7,4574.85248274,115728.49,118920,190973.46642834,118164.33,0.04472869,118164.34,0.02706905,buy,2025-07-31T13:18:51.959036Z,856435668,0.00001095,118168.87,118168.87
ticker,109353992173,BTC-USD,118164.34,117677.7,4574.85344602,115728.49,118920,190973.46739162,118164.33,0.04472869,118164.34,0.29615793,buy,2025-07-31T13:18:52.723549Z,856435669,0.00096328,118168.23,118168.23
ticker,109353992331,BTC-USD,118164.34,117677.7,4574.85367673,115728.49,118920,190973.46762233,118164.33,0.04472869,118164.34,0.29614154,buy,2025-07-31T13:18:52.865087Z,856435670,0.00023071,118168.12,118168.12
ticker,109353992583,BTC-USD,118164.34,117677.7,4574.87033123,115728.49,118920,190973.48427683,118164.33,0.04472633,118164.34,0.11628778,buy,2025-07-31T13:18:53.535920Z,856435671,0.0166545,118167.65,118167.64
ticker,109353992618,BTC-USD,118164.34,117677.7,4574.87033960,115728.49,118920,190973.48428520,118164.33,0.04472633,118164.34,0.11627941,buy,2025-07-31T13:18:53.636822Z,856435672,0.00000837,118167.58,118167.58
ticker,109353992673,BTC-USD,118164.34,117677.7,4574.87048960,115728.49,118920,190973.48443520,118164.33,0.04472633,118164.34,0.11612941,buy,2025-07-31T13:18:53.779376Z,856435673,0.00015,118167.49,118167.49
ticker,109353992864,BTC-USD,118164.34,117677.7,4574.88282314,115728.49,118920,190973.49676874,118164.33,0.04473050,118164.34,0.09473368,buy,2025-07-31T13:18:54.425592Z,856435674,0.01233354,118167.11,118167.10
ticker,109353993630,BTC-USD,118164.34,117677.7,4574.88290079,115728.49,118920,190973.49684639,118164.33,0.22337643,118164.34,0.06194015,buy,2025-07-31T13:18:55.757146Z,856435675,0.00007765,118166.46,118166.46
ticker,109353993810,BTC-USD,118164.34,117677.7,4574.94212476,115728.49,118920,190973.55607036,118164.33,0.22337580,118164.34,0.00271618,buy,2025-07-31T13:18:56.242339Z,856435676,0.05922397,118166.26,118166.26
ticker,109353993817,BTC-USD,118164.34,117677.7,4574.94462662,115728.49,118920,190973.55857222,118164.33,0.22337580,118164.34,0.00021432,buy,2025-07-31T13:18:56.246130Z,856435677,0.00250186,118166.26,118166.26
ticker,109353993819,BTC-USD,118164.34,117677.7,4574.94484094,115728.49,118920,190973.55878654,118164.33,0.22337580,118174.75,0.00008463,buy,2025-07-31T13:18:56.246130Z,856435678,0.00021432,118166.26,118166.26
ticker,109353994673,BTC-USD,118174.75,117677.7,4574.94727669,115728.49,118920,190973.56122229,118174.75,0.30713182,118174.76,0.30807051,sell,2025-07-31T13:18:57.133246Z,856435679,0.00243575,118167.64,118167.64
ticker,109353994675,BTC-USD,118174.75,117677.7,4574.95002069,115728.49,118920,190973.56396629,118174.75,0.30438782,118174.76,0.30807051,sell,2025-07-31T13:18:57.133246Z,856435680,0.002744,118167.64,118167.64
ticker,109353994677,BTC-USD,118174.75,117677.7,4574.95183826,115728.49,118920,190973.56578386,118174.75,0.30257025,118174.76,0.30807051,sell,2025-07-31T13:18:57.133246Z,856435681,0.00181757,118167.64,118167.64
ticker,109353994874,BTC-USD,118174.76,117677.7,4574.95184663,115728.49,118920,190973.56579223,118174.75,0.49312585,118174.76,0.30806214,buy,2025-07-31T13:18:57.455931Z,856435682,0.00000837,118168.09,118168.09
ticker,109353994887,BTC-USD,118174.76,117677.7,4574.95213113,115728.49,118920,190973.56607673,118174.75,0.49312585,118174.76,0.30778915,buy,2025-07-31T13:18:57.466703Z,856435683,0.0002845,118168.10,118168.10
ticker,109353994944,BTC-USD,118174.76,117677.7,4574.96113242,115728.49,118920,190973.57507802,118174.75,0.58696860,118174.76,0.29877635,buy,2025-07-31T13:18:57.551565Z,856435684,0.00900129,118168.21,118168.21
ticker,109353995013,BTC-USD,118174.76,117677.7,4575.06374543,115728.49,118920,190973.67769103,118174.75,0.98057600,118174.76,0.19616334,buy,2025-07-31T13:18:57.592471Z,856435685,0.10261301,118168.27,118168.26
ticker,109353995029,BTC-USD,118174.76,117677.7,4575.06858544,115728.49,118920,190973.68253104,118174.75,0.98057600,118174.76,0.19132333,buy,2025-07-31T13:18:57.595575Z,856435686,0.00484001,118168.27,118168.27
ticker,109353995043,BTC-USD,118174.76,117677.7,4575.12187423,115728.49,118920,190973.73581983,118174.75,0.98062259,118174.76,0.13803454,buy,2025-07-31T13:18:57.599095Z,856435687,0.05328879,118168.28,118168.27
ticker,109353995057,BTC-USD,118174.76,117677.7,4575.17549664,115728.49,118920,190973.78944224,118174.75,0.98062259,118174.76,0.08441213,buy,2025-07-31T13:18:57.603261Z,856435688,0.05362241,118168.28,118168.28
ticker,109353995074,BTC-USD,118174.76,117677.7,4575.18550558,115728.49,118920,190973.79945118,118174.75,0.98062259,118174.76,0.07440319,buy,2025-07-31T13:18:57.606853Z,856435689,0.01000894,118168.29,118168.28
ticker,109353995076,BTC-USD,118174.76,117677.7,4575.18657874,115728.49,118920,190973.80052434,118174.75,0.98062259,118174.76,0.07333003,buy,2025-07-31T13:18:57.606853Z,856435690,0.00107316,118168.29,118168.28
ticker,109353995078,BTC-USD,118174.76,117677.7,4575.19516551,115728.49,118920,190973.80911111,118174.75,0.98062259,118174.76,0.06474326,buy,2025-07-31T13:18:57.606853Z,856435691,0.00858677,118168.29,118168.28
ticker,109353995080,BTC-USD,118174.76,117677.7,4575.25990877,115728.49,118920,190973.87385437,118174.75,0.98062259,118185.27,0.03271588,buy,2025-07-31T13:18:57.606853Z,856435692,0.06474326,118168.29,118168.28
ticker,109353995415,BTC-USD,118185.25,117677.7,4575.26662652,115728.49,118920,190973.88057212,118185.25,0.21436745,118185.26,0.00001151,sell,2025-07-31T13:18:57.702880Z,856435693,0.00671775,118168.61,118168.61
ticker,109353995984,BTC-USD,118186.46,117677.7,4575.26663652,115728.49,118920,190973.88058212,118186.45,0.31136626,118186.46,0.00008463,buy,2025-07-31T13:18:58.322394Z,856435694,0.00001,118170.69,118170.69
ticker,109353995986,BTC-USD,118186.46,117677.7,4575.26672115,115728.49,118920,190973.88066675,118186.45,0.31136626,118187.14,0.00000338,buy,2025-07-31T13:18:58.322394Z,856435695,0.00008463,118170.69,118170.69
ticker,109353995988,BTC-USD,118187.14,117677.7,4575.26672453,115728.49,118920,190973.88067013,118186.45,0.31136626,118192.10,0.03040182,buy,2025-07-31T13:18:58.322394Z,856435696,0.00000338,118170.69,118170.69
ticker,109353995990,BTC-USD,118192.1,117677.7,4575.26681576,115728.49,118920,190973.88076136,118186.45,0.31136626,118192.10,0.03031059,buy,2025-07-31T13:18:58.322394Z,856435697,0.00009123,118170.69,118170.69
ticker,109353996323,BTC-USD,118190.38,117677.7,4575.26681970,115728.49,118920,190973.88076530,118190.38,0.04470783,118190.39,0.47146235,sell,2025-07-31T13:18:58.891243Z,856435698,0.00000394,118172.81,118172.80
ticker,109353996392,BTC-USD,118190.39,117677.7,4575.26689996,115728.49,118920,190973.88084556,118190.38,0.04470783,118190.39,0.47138209,buy,2025-07-31T13:18:59.026005Z,856435699,0.00008026,118173.27,118173.27
ticker,109353996679,BTC-USD,118190.39,117677.7,4575.26796897,115728.49,118920,190973.88191457,118190.38,0.04470783,118190.39,0.50311680,buy,2025-07-31T13:18:59.714726Z,856435700,0.00106901,118175.48,118175.47
ticker,109353996681,BTC-USD,118190.39,117677.7,4575.26813337,115728.49,118920,190973.88207897,118190.38,0.04470783,118190.39,0.50295240,buy,2025-07-31T13:18:59.714726Z,856435701,0.0001644,118175.48,118175.47
ticker,109353996919,BTC-USD,118190.39,117677.7,4575.27513337,115728.49,118920,190973.88907897,118190.38,0.04470783,118190.39,0.49595240,buy,2025-07-31T13:19:00.262930Z,856435702,0.007,118177.03,118177.02
ticker,109353997700,BTC-USD,118190.39,117677.7,4575.27716751,115728.49,118920,190973.89111311,118190.38,0.37896841,118190.39,0.06115098,buy,2025-07-31T13:19:00.943261Z,856435703,0.00203414,118178.73,118178.72
ticker,109353997702,BTC-USD,118190.39,117677.7,4575.28492511,115728.49,118920,190973.89887071,118190.38,0.37896841,118190.39,0.05339338,buy,2025-07-31T13:19:00.943261Z,856435704,0.0077576,118178.73,118178.72
ticker,109353997719,BTC-USD,118190.39,117677.7,4575.29191010,115728.49,118920,190973.90585570,118190.38,0.47759176,118190.39,0.04640839,buy,2025-07-31T13:19:00.947385Z,856435705,0.00698499,118178.74,118178.73
ticker,109353997785,BTC-USD,118190.39,117677.7,4575.33827768,115728.49,118920,190973.95222328,118190.38,0.47759176,118190.39,0.00004081,buy,2025-07-31T13:19:00.964219Z,856435706,0.04636758,118178.77,118178.77
ticker,109353997787,BTC-USD,118190.39,117677.7,4575.33828614,115728.49,118920,190973.95223174,118190.38,0.47759176,118190.39,0.00003235,buy,2025-07-31T13:19:00.964219Z,856435707,0.00000846,118178.77,118178.77
ticker,109353997789,BTC-USD,118190.39,117677.7,4575.33831849,115728.49,118920,190973.95226409,118190.38,0.47759176,118197.43,0.00944721,buy,2025-07-31T13:19:00.964219Z,856435708,0.00003235,118178.77,118178.77
ticker,109353997805,BTC-USD,118190.39,117677.7,4575.33831950,115728.49,118920,190973.95226510,118190.38,0.47759176,118197.43,0.00944721,buy,2025-07-31T13:19:00.967608Z,856435709,0.00000101,118178.78,118178.78
ticker,109353997969,BTC-USD,118197.43,117677.7,4575.34776671,115728.49,118920,190973.96171231,118197.42,0.26405745,118197.43,0.00003235,buy,2025-07-31T13:19:00.993934Z,856435710,0.00944721,118178.88,118178.88
ticker,109353997971,BTC-USD,118197.43,117677.7,4575.34779906,115728.49,118920,190973.96174466,118197.42,0.26405745,118197.45,0.00001000,buy,2025-07-31T13:19:00.993934Z,856435711,0.00003235,118178.88,118178.88
ticker,109353997973,BTC-USD,118197.45,117677.7,4575.34780906,115728.49,118920,190973.96175466,118197.42,0.26405745,118200.21,0.00267799,buy,2025-07-31T13:19:00.993934Z,856435712,0.00001,118178.88,118178.88
ticker,109353998475,BTC-USD,118200.21,117677.7,4575.35048705,115728.49,118920,190973.96443265,118200.20,0.53362789,118200.21,0.00003147,buy,2025-07-31T13:19:01.166172Z,856435713,0.00267799,118179.60,118179.60
ticker,109353998477,BTC-USD,118200.21,117677.7,4575.35051852,115728.49,118920,190973.96446412,118200.20,0.53362789,118208.44,0.00001000,buy,2025-07-31T13:19:01.166172Z,856435714,0.00003147,118179.60,118179.60
ticker,109353998849,BTC-USD,118208.44,117677.7,4575.35052689,115728.49,118920,190973.96447249,118208.43,0.07485694,118208.44,0.00003310,buy,2025-07-31T13:19:01.305292Z,856435715,0.00000837,118180.39,118180.39
ticker,109353998931,BTC-USD,118208.44,117677.7,4575.35052852,115728.49,118920,190973.96447412,118208.43,0.07489065,118208.44,0.00003147,buy,2025-07-31T13:19:01.372200Z,856435716,0.00000163,118180.77,118180.77
ticker,109353998933,BTC-USD,118208.44,117677.7,4575.35055999,115728.49,118920,190973.96450559,118208.43,0.07489065,118211.48,0.03271588,buy,2025-07-31T13:19:01.372200Z,856435717,0.00003147,118180.77,118180.77
ticker,109353998935,BTC-USD,118211.48,117677.7,4575.35134926,115728.49,118920,190973.96529486,118208.43,0.07489065,118211.48,0.03192661,buy,2025-07-31T13:19:01.372200Z,856435718,0.00078927,118180.77,118180.77
ticker,109353999484,BTC-USD,118208.44,117677.7,4575.35136546,115728.49,118920,190973.96531106,118208.43,0.07489065,118213.39,0.01077035,buy,2025-07-31T13:19:01.961198Z,856435719,0.0000162,118183.84,118184.12
ticker,109353999486,BTC-USD,118213.39,117677.7,4575.35149501,115728.49,118920,190973.96544061,118208.43,0.07489065,118213.39,0.01064080,buy,2025-07-31T13:19:01.961198Z,856435720,0.00012955,118183.84,118184.12
ticker,109353999599,BTC-USD,118208.44,117677.7,4575.35149509,115728.49,118920,190973.96544069,118208.43,0.06039838,118208.44,0.00035923,buy,2025-07-31T13:19:02.135970Z,856435721,0.00000008,118184.69,118184.95
ticker,109353999601,BTC-USD,118208.44,117677.7,4575.35151528,115728.49,118920,190973.96546088,118208.43,0.06039838,118208.44,0.00033904,buy,2025-07-31T13:19:02.135970Z,856435722,0.00002019,118184.69,118184.95
ticker,109353999603,BTC-USD,118208.44,117677.7,4575.35151739,115728.49,118920,190973.96546299,118208.43,0.06039838,118208.44,0.00033693,buy,2025-07-31T13:19:02.135970Z,856435723,0.00000211,118184.69,118184.95
ticker,109353999605,BTC-USD,118208.44,117677.7,4575.35185432,115728.49,118920,190973.96579992,118208.43,0.06039838,118217.86,0.03854710,buy,2025-07-31T13:19:02.135970Z,856435724,0.00033693,118184.69,118184.95
ticker,109353999607,BTC-USD,118217.86,117677.7,4575.35231744,115728.49,118920,190973.96626304,118208.43,0.06039838,118217.86,0.03808398,buy,2025-07-31T13:19:02.135970Z,856435725,0.00046312,118184.69,118184.95
ticker,109353999672,BTC-USD,118208.45,117677.7,4575.35353531,115728.49,118920,190973.96748091,118208.45,0.00255640,118208.46,0.00002774,sell,2025-07-31T13:19:02.165890Z,856435726,0.00121787,118184.83,118185.09
ticker,109353999674,BTC-USD,118208.45,117677.7,4575.35609171,115728.49,118920,190973.97003731,118208.43,0.04143371,118208.46,0.00002774,sell,2025-07-31T13:19:02.165890Z,856435727,0.0025564,118184.83,118185.09
ticker,109353999676,BTC-USD,118208.43,117677.7,4575.35654884,115728.49,118920,190973.97049444,118208.43,0.04097658,118208.46,0.00002774,sell,2025-07-31T13:19:02.165890Z,856435728,0.00045713,118184.83,118185.09
ticker,109353999694,BTC-USD,118208.45,117677.7,4575.36032311,115728.49,118920,190973.97426871,118208.45,0.03762573,118208.46,0.00002858,sell,2025-07-31T13:19:02.176435Z,856435729,0.00377427,118184.88,118185.14
ticker,109353999713,BTC-USD,118208.45,117677.7,4575.36093205,115728.49,118920,190973.97487765,118208.45,0.01221906,118208.46,0.00002858,sell,2025-07-31T13:19:02.193075Z,856435730,0.00060894,118184.96,118185.22
ticker,109353999730,BTC-USD,118208.45,117677.7,4575.36315111,115728.49,118920,190973.97709671,118208.45,0.01000000,118208.46,0.00002858,sell,2025-07-31T13:19:02.209567Z,856435731,0.00221906,118185.03,118185.29
ticker,109353999732,BTC-USD,118208.45,117677.7,4575.37315111,115728.49,118920,190973.98709671,118208.44,0.01000000,118208.46,0.00002858,sell,2025-07-31T13:19:02.209567Z,856435732,0.01,118185.03,118185.29
ticker,109353999734,BTC-USD,118208.44,117677.7,4575.38315111,115728.49,118920,190973.99709671,118208.43,0.00003371,118208.46,0.00002858,sell,2025-07-31T13:19:02.209567Z,856435733,0.01,118185.03,118185.29
ticker,109354000493,BTC-USD,118208.43,117677.7,4575.38573551,115728.49,118920,190973.99968111,118208.43,0.04143490,118208.44,0.04043659,sell,2025-07-31T13:19:03.030338Z,856435734,0.0025844,118188.58,118188.80
ticker,109354000495,BTC-USD,118208.43,117677.7,4575.41306148,115728.49,118920,190974.02700708,118208.43,0.01410893,118208.44,0.04043659,sell,2025-07-31T13:19:03.030338Z,856435735,0.02732597,118188.58,118188.80
ticker,109354000536,BTC-USD,118208.43,117677.7,4575.41310148,115728.49,118920,190974.02704708,118208.43,0.00261440,118208.44,0.04046759,sell,2025-07-31T13:19:03.106797Z,856435736,0.00004,118188.88,118189.10
ticker,109354000578,BTC-USD,118208.43,117677.7,4575.41571588,115728.49,118920,190974.02966148,118207.90,0.00003549,118208.44,0.04046759,sell,2025-07-31T13:19:03.165620Z,856435737,0.0026144,118189.11,118189.32
ticker,109354000580,BTC-USD,118207.9,117677.7,4575.41575137,115728.49,118920,190974.02969697,118207.80,0.01795143,118208.44,0.04046759,sell,2025-07-31T13:19:03.165620Z,856435738,0.00003549,118189.11,118189.32
ticker,109354000582,BTC-USD,118207.8,117677.7,4575.41733250,115728.49,118920,190974.03127810,118207.80,0.01637030,118208.44,0.04046759,sell,2025-07-31T13:19:03.165620Z,856435739,0.00158113,118189.11,118189.32
ticker,109354000698,BTC-USD,118207.66,117677.7,4575.41739062,115728.49,118920,190974.03133622,118207.65,0.01756480,118207.66,0.02707819,buy,2025-07-31T13:19:03.283246Z,856435740,0.00005812,118189.54,118189.74
ticker,109354002305,BTC-USD,118208.44,117677.7,4575.41764335,115728.49,118920,190974.03158895,118208.43,0.48678488,118208.44,0.00298641,buy,2025-07-31T13:19:05.423874Z,856435741,0.00025273,118196.12,118196.25
ticker,109354002307,BTC-USD,118208.44,117677.7,4575.42062976,115728.49,118920,190974.03457536,118208.43,0.48678488,118208.46,0.00000084,buy,2025-07-31T13:19:05.423874Z,856435742,0.00298641,118196.12,118196.25
ticker,109354002309,BTC-USD,118208.46,117677.7,4575.42063060,115728.49,118920,190974.03457620,118208.43,0.48678488,118217.87,0.00005495,buy,2025-07-31T13:19:05.423874Z,856435743,0.00000084,118196.12,118196.25
ticker,109354002311,BTC-USD,118217.87,117677.7,4575.42068555,115728.49,118920,190974.03463115,118208.43,0.48678488,118217.88,0.01636382,buy,2025-07-31T13:19:05.423874Z,856435744,0.00005495,118196.12,118196.25
ticker,109354002313,BTC-USD,118217.88,117677.7,4575.42568554,115728.49,118920,190974.03963114,118208.43,0.48678488,118217.88,0.01136383,buy,2025-07-31T13:19:05.423874Z,856435745,0.00499999,118196.12,118196.25
ticker,109354002315,BTC-USD,118217.88,117677.7,4575.42704986,115728.49,118920,190974.04099546,118208.43,0.48678488,118217.88,0.00999951,buy,2025-07-31T13:19:05.423874Z,856435746,0.00136432,118196.12,118196.25
ticker,109354002317,BTC-USD,118217.88,117677.7,4575.43204985,115728.49,118920,190974.04599545,118208.43,0.48678488,118217.88,0.00499952,buy,2025-07-31T13:19:05.423874Z,856435747,0.00499999,118196.12,118196.25
ticker,109354002319,BTC-USD,118217.88,117677.7,4575.43704937,115728.49,118920,190974.05099497,118208.43,0.48678488,118217.91,0.01320563,buy,2025-07-31T13:19:05.423874Z,856435748,0.00499952,118196.12,118196.25
ticker,109354002321,BTC-USD,118217.91,117677.7,4575.43833603,115728.49,118920,190974.05228163,118208.43,0.48678488,118217.91,0.01191897,buy,2025-07-31T13:19:05.423874Z,856435749,0.00128666,118196.12,118196.25
ticker,109354002537,BTC-USD,118217.9,117677.7,4575.43848826,115728.49,118920,190974.05243386,118217.90,0.06795777,118217.91,0.01197634,sell,2025-07-31T13:19:05.501800Z,856435750,0.00015223,118196.46,118196.59
ticker,109354002539,BTC-USD,118217.9,117677.7,4575.43864050,115728.49,118920,190974.05258610,118217.90,0.06780553,118217.91,0.01197634,sell,2025-07-31T13:19:05.501800Z,856435751,0.00015224,118196.46,118196.59
ticker,109354002541,BTC-USD,118217.9,117677.7,4575.45313277,115728.49,118920,190974.06707837,118217.90,0.05331326,118217.91,0.01197634,sell,2025-07-31T13:19:05.501800Z,856435752,0.01449227,118196.46,118196.59
ticker,109354002543,BTC-USD,118217.9,117677.7,4575.45336112,115728.49,118920,190974.06730672,118217.90,0.05308491,118217.91,0.01197634,sell,2025-07-31T13:19:05.501800Z,856435753,0.00022835,118196.46,118196.59
ticker,109354002545,BTC-USD,118217.9,117677.7,4575.45343723,115728.49,118920,190974.06738283,118217.90,0.05300880,118217.91,0.01197634,sell,2025-07-31T13:19:05.501800Z,856435754,0.00007611,118196.46,118196.59
ticker,109354002547,BTC-USD,118217.9,117677.7,4575.46843723,115728.49,118920,190974.08238283,118217.90,0.03800880,118217.91,0.01197634,sell,2025-07-31T13:19:05.501800Z,856435755,0.015,118196.46,118196.59
ticker,109354002549,BTC-USD,118217.9,117677.7,4575.47094603,115728.49,118920,190974.08489163,118217.90,0.03550000,118217.91,0.01197634,sell,2025-07-31T13:19:05.501800Z,856435756,0.0025088,118196.46,118196.59
ticker,109354002551,BTC-USD,118217.9,117677.7,4575.48683710,115728.49,118920,190974.10078270,118217.90,0.01960893,118217.91,0.01197634,sell,2025-07-31T13:19:05.501800Z,856435757,0.01589107,118196.46,118196.59
ticker,109354002577,BTC-USD,118217.8,117677.7,4575.48684547,115728.49,118920,190974.10079107,118214.01,0.00845923,118217.80,0.02712900,buy,2025-07-31T13:19:05.517248Z,856435758,0.00000837,118196.52,118196.65
ticker,109354002758,BTC-USD,118215.02,117677.7,4575.48690284,115728.49,118920,190974.10084844,118215.01,0.00357767,118217.91,0.01191897,buy,2025-07-31T13:19:05.616295Z,856435759,0.00005737,118196.89,118197.04
